"","gene","freq_mut","pvalue_mut","freq_wt","pvalue_wt","adj_pvalues"
"PHF12","PHF12",2,0.0301618194461362,381,"0.379362583589417",1
"LEF1","LEF1",4,0.0302133309966529,379,"0.479873378122159",1
"CYP2R1","CYP2R1",1,0.0303192521071424,382,"0.537283924037823",1
"MCPH1","MCPH1",21,0.030521866528918,362,"0.448420703177166",1
"RIPK1","RIPK1",1,0.030624735520406,382,"0.587424748609852",1
"POU2F2","POU2F2",1,0.0307774772270378,382,"0.180484658210182",1
"NT5E","NT5E",1,0.0312357023469333,382,"0.678039680980499",1
"GXYLT1","GXYLT1",2,0.0318736023157478,381,"0.631983842394358",1
"CABP2","CABP2",2,0.0320860601798035,381,"0.394299069336419",1
"MFSD3","MFSD3",1,0.0321521525867242,382,"0.183361937840949",1
"PCGF2","PCGF2",3,0.0322430195986695,380,"0.0891161982466707",1
"DHX29","DHX29",7,0.0322819207942335,376,"0.999687088221045",1
"TAAR6","TAAR6",2,0.0326300465645322,381,"0.736536196375041",1
"MCF2L","MCF2L",3,0.0327566383067271,380,"0.866780801581698",1
"INA","INA",1,0.033144973679831,382,"0.660787460048633",1
"SMYD2","SMYD2",2,0.0336920763346732,381,"0.906878747114597",1
"SEPT5","SEPT5",2,0.0337317373910093,381,"0.593149765477612",1
"MYL12B","MYL12B",1,0.0337559405063583,382,"0.876800770821284",1
"SMPD3","SMPD3",2,0.0337714217773748,381,"0.576321723139861",1
"PVRL1","PVRL1",12,0.0341049273284244,371,"0.257026633083533",1
"SDSL","SDSL",2,0.034129631105965,381,"0.0794771494204448",1
"ZNF609","ZNF609",21,0.0347534630253831,362,"0.691691819137727",1
"UBASH3B","UBASH3B",4,0.0348604527140038,379,"0.918731001914459",1
"MBD6","MBD6",15,0.0350361993091051,368,"0.152773614991148",1
"DDX19B","DDX19B",3,0.035243794953271,380,"0.74581594877551",1
"WDR5B","WDR5B",1,0.0353597284259924,382,"0.902731732007948",1
"GJB7","GJB7",2,0.035377927855722,381,"0.900902684632015",1
"SOS2","SOS2",11,0.0360036473922986,372,"0.929802549676292",1
"PPP1CA","PPP1CA",2,0.0361335613788704,381,"0.273168548670073",1
"RSF1","RSF1",6,0.0363592684168945,377,"0.673246692089851",1
"MAP1B","MAP1B",18,0.0363694848586064,365,"0.418468103591845",1
"MARK2","MARK2",6,0.036633007388557,377,"0.773465145078539",1
"TTC8","TTC8",1,0.036658032932363,382,"0.86705723937301",1
"WDR63","WDR63",8,0.0366750110653467,375,"0.900520205730647",1
"GABRR1","GABRR1",1,0.0367344037856789,382,"0.856794967981191",1
"PKN2","PKN2",6,0.0369366387923959,377,"0.762807098751474",1
"TNF","TNF",1,0.0369635163456267,382,"0.193780557040883",1
"HNRNPA0","HNRNPA0",2,0.0370841319072065,381,"0.558268600365439",1
"WDR65","WDR65",2,0.037401594504145,381,"0.48190485719959",1
"EBPL","EBPL",1,0.037498112318838,382,"0.658255146198047",1
