"","gene","freq_mut","pvalue_mut","freq_wt","pvalue_wt","adj_pvalues"
"SOST","SOST",5,0.567497394885067,378,"0.673278466318379",1
"KDM5A","KDM5A",18,0.567734710477209,365,"0.059330830929525",1
"UBE2D4","UBE2D4",3,0.567762107978858,380,"0.624757634363615",1
"ARHGAP23","ARHGAP23",28,0.568092738092631,355,"0.260247467475974",1
"SKIV2L","SKIV2L",14,0.568200090585314,369,"0.792703831852552",1
"FIP1L1","FIP1L1",6,0.568574819267504,377,"0.996948803651891",1
"SLC46A3","SLC46A3",6,0.568830004257213,377,"0.386441614408879",1
"TSSK1B","TSSK1B",10,0.568879779336497,373,"0.826121598220118",1
"NME1","NME1",1,0.56895198907349,382,"0.685401539111786",1
"AK4","AK4",5,0.569073116927543,378,"0.997499081606383",1
"ANK3","ANK3",50,0.569297030090553,333,"0.483693850013515",1
"ZNF232","ZNF232",6,0.569722934992681,377,"0.911856472226797",1
"BTK","BTK",15,0.569889124050286,368,"0.765644003846233",1
"EML6","EML6",29,0.569993899996121,354,"0.824614214707608",1
"FANCD2","FANCD2",17,0.570620118801887,366,"0.965935270989207",1
"CCDC132","CCDC132",17,0.570876678228681,366,"0.237946131273067",1
"FOXD2","FOXD2",7,0.570991817574221,376,"0.396154040177241",1
"SEMA3G","SEMA3G",22,0.57106079672175,361,"0.628698893940764",1
"STAT3","STAT3",8,0.571153811848789,375,"0.480697693910303",1
"ADCK1","ADCK1",6,0.57125287911423,377,"0.517659124467479",1
"FRMPD4","FRMPD4",15,0.57141693155388,368,"0.43215504733685",1
"HBB","HBB",1,0.571697517648657,382,"0.361316419003799",1
"BTBD9","BTBD9",11,0.572274081459087,372,"0.733896311067788",1
"MRGPRX4","MRGPRX4",7,0.572728169604145,376,"0.627222749806024",1
"NR1D2","NR1D2",9,0.572794175754055,374,"0.428609573774821",1
"COLEC11","COLEC11",9,0.572899038718668,374,"0.384906383276162",1
"CD36","CD36",12,0.572988072732966,371,"0.647371853981349",1
"THRA","THRA",5,0.573516638024936,378,"0.330631739029591",1
"STRADA","STRADA",8,0.573818057416215,375,"0.46803255651204",1
"LRFN1","LRFN1",12,0.573838970348026,371,"0.0568775221088946",1
"TSPAN11","TSPAN11",6,0.573885375551205,377,"0.152932516492079",1
"FAM222B","FAM222B",7,0.573950701613209,376,"0.619887793327088",1
"WDTC1","WDTC1",13,0.574257087089758,370,"0.224871001699698",1
"SCD","SCD",7,0.574305503454027,376,"0.83640939194629",1
"FGD3","FGD3",11,0.574461751538319,372,"0.244983072787348",1
