"","#wt","#mut","pvalue","p_adj"
"VPRBP",5,1,4.55694754883188e-10,2.98297786546535e-06
"CLSPN",6,0,1.11554850110366e-08,3.65119024411228e-05
"EIF3I",5,1,5.24885268319382e-07,0.00114529965547289
"SNRPF",6,0,8.61671866670459e-07,0.00126126723767945
"UTP15",5,1,1.0250406793119e-06,0.00126126723767945
"COPS8",6,0,1.32439378825489e-06,0.00126126723767945
"NLE1",5,1,1.45511837314388e-06,0.00126126723767945
"ATP10D",6,0,1.65163910093977e-06,0.00126126723767945
"WDR36",5,1,1.92285290813971e-06,0.00126126723767945
"RRP9",5,1,1.92677549294142e-06,0.00126126723767945
"DDX27",5,1,2.32973995984722e-06,0.00131458982506317
"RCC1",6,0,2.40988052257227e-06,0.00131458982506317
"COPS3",6,0,2.71469060887917e-06,0.00136695113274793
"WDR74",6,0,3.16916280866757e-06,0.00148180998182414
"WDR46",6,0,4.04401235601388e-06,0.00176480699216446
"RFC4",6,0,7.37363738443783e-06,0.0027922543002997
"INTS4",6,0,7.66134080711965e-06,0.0027922543002997
"WDR3",6,0,7.67805948753355e-06,0.0027922543002997
"RGPD6",4,2,8.3516158008949e-06,0.00287735142277147
"FTSJ3",6,0,1.53073405404594e-05,0.00501009255889236
"RFC5",5,1,1.67962946714213e-05,0.00523564499614875
"MKI67IP",6,0,1.93310709073777e-05,0.00575187227998611
"LOC128322",6,0,2.6180997543198e-05,0.00745133956164235
"CTNNBL1",6,0,2.77050032736768e-05,0.00753133054532271
"GEMIN5",5,1,2.91468295663428e-05,0.00753133054532271
"AATF",5,1,2.99136257528858e-05,0.00753133054532271
"DIMT1",4,2,3.29032196505536e-05,0.00797720280861199
"CDC27",5,1,3.46222362231844e-05,0.00802903078327877
"RBM28",6,0,3.55701027673517e-05,0.00802903078327877
"FABP1",6,0,3.93607900563526e-05,0.00843680132631417
"BET1",6,0,4.23936198914577e-05,0.00843680132631417
"RACGAP1",5,1,4.28731975854065e-05,0.00843680132631417
"LOC728554",5,1,4.30142895537929e-05,0.00843680132631417
"GJC1",5,1,4.38208440413507e-05,0.00843680132631417
"OXA1L",5,1,4.5421038654103e-05,0.00849503197227881
"NEDD8-MDP1",5,1,6.81991926188122e-05,0.0124008865245207
"CEBPZ",5,1,7.55808626578527e-05,0.013140980952983
"PNPT1",5,1,7.75225616605157e-05,0.013140980952983
"MRPL38",6,0,7.82918205264797e-05,0.013140980952983
"HNRNPCL1",6,0,8.42055167126424e-05,0.0137802328100239
"RBMXL1",6,0,0.00010474118111794,0.0160663030164723
"CDC42",6,0,0.000105110920670658,0.0160663030164723
"WDR75",5,1,0.000105537890270136,0.0160663030164723
"CIRH1A",6,0,0.00011234544083115,0.0162681785432343
"TBL3",5,1,0.000116073623266891,0.0162681785432343
"CHAF1B",6,0,0.000116639410532564,0.0162681785432343
"POLE2",5,1,0.000116804826081884,0.0162681785432343
"UTP18",6,0,0.000122492546006222,0.0167049209615985
"CDC40",6,0,0.000137786812149219,0.0184071933128324
"ATP2A2",6,0,0.000174868781051969,0.0226198169752036
"FEM1B",6,0,0.000176231387982796,0.0226198169752036
"MCM7",6,0,0.000190472589984967,0.0239775687315691
"GPN3",6,0,0.000203852933986211,0.0249462925622188
"DDX47",6,0,0.000205789764491264,0.0249462925622188
"RAE1",6,0,0.000222396370878146,0.0264360757937164
"SRSF2",6,0,0.000226156468751622,0.0264360757937164
"ATP5J2-PTCD1",6,0,0.000243813899661123,0.0280001015295037
"DDX10",6,0,0.00026435756011808,0.0298359411816026
"CDK11B",5,1,0.000283254241733442,0.0314268180743578
"THOC3",4,2,0.000303089869435792,0.0326422908857812
"AIFM1",6,0,0.000304182667893775,0.0326422908857812
"RARA",5,1,0.000326282127321146,0.0344490775071649
"RPN1",6,0,0.000396691305157639,0.0412181156120937
"TTC1",5,1,0.000432761616278103,0.044002161000129
"MCM4",4,2,0.000442320834360438,0.044002161000129
"PGAM1",6,0,0.000443651485794151,0.044002161000129
"SUPV3L1",6,0,0.000516826971527775,0.0501838440394204
"DTL",6,0,0.00052131093716477,0.0501838440394204
"CCNB3",6,0,0.000529805772462705,0.050262443283201
"MCM2",6,0,0.000572204405244277,0.0535092862389863
"NOL11",6,0,0.00060742247398612,0.0557497088307147
"DDX56",6,0,0.000613195697496404,0.0557497088307147
"SSRP1",5,1,0.000695787336436431,0.0623921082782586
"SEMA4D",6,0,0.000746571052399847,0.0653191918090791
"UBA3",5,1,0.000748386707253427,0.0653191918090791
"ATAD3B",6,0,0.000763033960688423,0.0657213198245581
"DARS",5,1,0.000878273284247558,0.0746646353075911
"ADSL",5,1,0.000978266244806488,0.0820991133141445
"RAB7A",6,0,0.00101296084480558,0.0839347049379408
"RNF43",4,2,0.00107107323469501,0.0876405674289192
"DDX39A",6,0,0.00110060036765134,0.0889448148968601
"RBM14",6,0,0.0011633811432207,0.0928718654088134
"ORC1",5,1,0.00119475160693556,0.0942270363734961
"PLRG1",6,0,0.00132461365233969,0.103051752923063
"C9orf24",6,0,0.0013381300028201,0.103051752923063
"MCM5",4,2,0.00137711504388537,0.104549868817204
"MCM6",6,0,0.00138952621251096,0.104549868817204
"DHX37",6,0,0.00142556292606987,0.106042442205152
"GNL2",6,0,0.0014610469013317,0.107460820405812
"EP400",6,0,0.00147973381511357,0.10762597281926
"PAK1IP1",5,1,0.00162471541714053,0.11687238594068
"RAPGEF1",5,1,0.00167082961531686,0.118743381969745
"MAST2",5,1,0.00170185212410041,0.118743381969745
"STC2",4,2,0.0017128904595688,0.118743381969745
"EDC4",6,0,0.0017406066672744,0.118743381969745
"PRRT1",5,1,0.0017415038222167,0.118743381969745
"NSF",5,1,0.00177264711012333,0.118743381969745
"DDX4",4,2,0.00177770416025589,0.118743381969745
"SDF4",6,0,0.00189586852396319,0.125357124826899
"CASP8AP2",6,0,0.00193161369042391,0.126443432175149
"YME1L1",5,1,0.00211459559607166,0.133632101866504
"RBM19",5,1,0.00212950955898954,0.133632101866504
"HSP90AB1",6,0,0.00213977627052473,0.133632101866504
"HSP90AB3P",6,0,0.00213977627052473,0.133632101866504
"NSFP1",4,2,0.00214350300885776,0.133632101866504
"PPP3CC",6,0,0.00220912035974066,0.135996563963746
"LGALS12",5,1,0.00222298080417366,0.135996563963746
"SELL",6,0,0.00228899862773367,0.138738750158746
"DDX17",5,1,0.00235191387283168,0.141244295518864
"RGPD5",5,1,0.00238097244962672,0.141689505956877
"RANBP2",6,0,0.00241331876485309,0.14232058229485
"TBC1D19",6,0,0.00252430851095419,0.146155039818214
"SRSF11",5,1,0.00254412495095572,0.146155039818214
"SF3B4",6,0,0.00254532150004222,0.146155039818214
"NR1H2",6,0,0.00259527617517108,0.147727633414521
"RNF20",6,0,0.0026297529855618,0.148399681409375
"DDX19B",6,0,0.00273548059692655,0.153046632371634
"PRKD2",5,1,0.00277368798982565,0.153869165944057
"KIF3B",5,1,0.00287953159760377,0.158398435612725
"NOC2L",6,0,0.0030032663180563,0.163828177649971
"CACNA1B",6,0,0.00304709080866642,0.164845094491987
"NAA15",6,0,0.00322261448147259,0.172911757341964
"NXT1",5,1,0.00326592693434248,0.173811038310617
"FABP12",5,1,0.00334029436321167,0.176335216948255
"MAP4K1",5,1,0.00342537529514626,0.177617273685404
"WDR86",5,1,0.00343319506820501,0.177617273685404
"CYP4F8",6,0,0.00346057733491719,0.177617273685404
"ATP5A1",6,0,0.00349612734802097,0.177617273685404
"BCS1L",6,0,0.00350024874815416,0.177617273685404
"ATRIP",5,1,0.00356671706820706,0.177919644163557
"MED21",5,1,0.00357317733924374,0.177919644163557
