"","gene","freq_mut","pvalue_mut","freq_wt","pvalue_wt","adj_pvalues"
"GAK","GAK",5,0.860139146581649,378,"0.663243158854069",1
"SLC22A7","SLC22A7",4,0.860514311739683,379,"0.739797756421469",1
"KCNH7","KCNH7",7,0.860613899735641,376,"0.804374690489304",1
"UBE2N","UBE2N",2,0.860774681263341,381,"0.293119931907902",1
"LOC375295","LOC375295",8,0.86078990241862,375,"0.43777603910825",1
"ATP5J2-PTCD1","ATP5J2-PTCD1",25,0.860927527771074,358,"0.405199464407445",1
"SARDH","SARDH",4,0.861107334504288,379,"0.464784533504226",1
"KDM1B","KDM1B",8,0.861267863088121,375,"0.282362596642743",1
"TBPL1","TBPL1",6,0.861368549836917,377,"0.305400962449345",1
"GSK3A","GSK3A",5,0.861482249640604,378,"0.887217004939577",1
"LRRC20","LRRC20",2,0.861599475114796,381,"0.811662356948431",1
"DDX17","DDX17",2,0.861679823741612,381,"0.600427803900749",1
"SAE1","SAE1",1,0.86184510301079,382,"0.928951403058393",1
"UBASH3B","UBASH3B",4,0.86190602455323,379,"0.0924981030037152",1
