"","gene","freq_mut","pvalue_mut","freq_wt","pvalue_wt","adj_pvalues"
"GTF2H1","GTF2H1",8,0.851104060789218,375,"0.0862493339165407",1
"DDI1","DDI1",10,0.851317605072707,373,"0.083330814133936",1
"DCAF8L1","DCAF8L1",17,0.851494096520822,366,"0.520941040475418",1
"CCNO","CCNO",5,0.851687630250205,378,"0.2383004778323",1
"CREB3L1","CREB3L1",5,0.851687630250205,378,"0.404369443479814",1
"FBXW8","FBXW8",7,0.851707088775068,376,"0.526693150131047",1
"HS3ST4","HS3ST4",9,0.851791269561419,374,"0.905873617387959",1
"CENPW","CENPW",4,0.851861456545257,379,"0.918543571757929",1
"ITSN1","ITSN1",22,0.851920963045992,361,"0.10865348290929",1
"SUCNR1","SUCNR1",7,0.852285744100653,376,"0.216755932928859",1
"EDN1","EDN1",2,0.852701611268317,381,"0.234194664013169",1
"HLA-G","HLA-G",17,0.852933055651987,366,"0.333875554173487",1
"YWHAH","YWHAH",1,0.853673421705988,382,"0.0833047117353591",1
"TEP1","TEP1",35,0.853845601734594,348,"0.622875898466591",1
"TBC1D7","TBC1D7",5,0.853979271485245,378,"0.312374136269551",1
"GJD3","GJD3",1,0.854131646825883,382,"0.97398852450221",1
"PTGER2","PTGER2",2,0.854148845994882,381,"0.186727395568712",1
"CYP46A1","CYP46A1",9,0.854289789612751,374,"0.928073387802351",1
"OR1C1","OR1C1",18,0.854324976937817,365,"0.763031925167581",1
"CHD1L","CHD1L",16,0.854544927272663,367,"0.797339156462504",1
"ZRANB2","ZRANB2",7,0.854814637122499,376,"0.0652538050938482",1
"PDE7A","PDE7A",9,0.855073385720598,374,"0.95381167190759",1
"AKR1E2","AKR1E2",2,0.855137106106546,381,"0.120750648253797",1
"UBE4B","UBE4B",19,0.855380491854398,364,"0.784430335929285",1
"VANGL2","VANGL2",18,0.85549840459819,365,"0.430802979945909",1
"TBC1D21","TBC1D21",8,0.855567470086449,375,"0.0532478950999523",1
"CDKN2D","CDKN2D",4,0.855852639217178,379,"0.389398955768099",1
"MARK4","MARK4",13,0.855987395477505,370,"0.718582008233701",1
"PARP15","PARP15",9,0.856061164871661,374,"0.485382690809945",1
"ABCC12","ABCC12",31,0.856305741583998,352,"0.710701499660313",1
"MAGED4B","MAGED4B",3,0.856424171049272,380,"0.139228915541148",1
"PDK3","PDK3",2,0.856572296705669,381,"0.297662333662479",1
"ROBO2","ROBO2",39,0.856620441863201,344,"0.973648686811174",1
"C17orf82","C17orf82",3,0.856804122897379,380,"0.561113957443063",1
"FEN1","FEN1",2,0.856897673339902,381,"0.296319807486463",1
"COL14A1","COL14A1",33,0.857129207113563,350,"0.45484625554935",1
"SRC","SRC",11,0.857207208943138,372,"0.919954436616",1
"SLC16A5","SLC16A5",7,0.857219681535642,376,"0.760852063467846",1
"KLF15","KLF15",6,0.857748626992686,377,"0.55331928860715",1
"CLDN16","CLDN16",2,0.857918932340294,381,"0.112895159246905",1
"KCNC2","KCNC2",21,0.857968973467425,362,"0.730174446326664",1
"SMC1A","SMC1A",10,0.858179244637335,373,"0.361601026845712",1
"ATP2A1","ATP2A1",14,0.858414641586319,369,"0.100170297879986",1
"WDR3","WDR3",15,0.858510292462762,368,"0.998617955338349",1
"HIRA","HIRA",21,0.858522731208082,362,"0.84926983079294",1
"IGF1","IGF1",5,0.858548440715729,378,"0.141822903804539",1
"AP5M1","AP5M1",10,0.85859539370521,373,"0.83105316958076",1
"CYP2S1","CYP2S1",8,0.858904076586194,375,"0.580536093178268",1
"TUBB8","TUBB8",10,0.859120847676979,373,"0.565807086433368",1
"KCNH7","KCNH7",21,0.859356456174357,362,"0.778438023936718",1
"EDA","EDA",4,0.85993776232568,379,"0.405279746936153",1
"ARL16","ARL16",2,0.860391446109081,381,"0.660844186950213",1
